Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00537+02	Xylene degradation, xylene => methylbenzoate	K00055	Aromatics degradation	Absent	Absent	Absent	Absent
M00537+03	Xylene degradation, xylene => methylbenzoate	K00141	Aromatics degradation	Absent	Absent	Absent	Absent
M00538+01	Toluene degradation, toluene => benzoate	K15760+K15761-K15762+K15763+K15764-K15765	Aromatics degradation	Absent	Absent	Absent	Absent
M00538+02	Toluene degradation, toluene => benzoate	K00055	Aromatics degradation	Absent	Absent	Absent	Absent
M00538+03	Toluene degradation, toluene => benzoate	K00141	Aromatics degradation	Absent	Absent	Absent	Absent
M00539+01	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10619+K16303+K16304+K18227	Aromatics degradation	Absent	Absent	Absent	Absent
M00539+02	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10620	Aromatics degradation	Absent	Absent	Absent	Absent
M00539+03	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10621	Aromatics degradation	Absent	Absent	Absent	Absent
M00539+04	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10622	Aromatics degradation	Absent	Absent	Absent	Absent
M00539+05	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	K10623	Aromatics degradation	Absent	Absent	Absent	Absent
M00540+01	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K04116	Aromatics degradation	Absent	Absent	Absent	Absent
M00540+02	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K04117	Aromatics degradation	Absent	Absent	Absent	Absent
M00540+03	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K07534	Aromatics degradation	Absent	Absent	Absent	Absent
M00540+04	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K07535	Aromatics degradation	Absent	Absent	Absent	Absent
M00540+05	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	K07536	Aromatics degradation	Absent	Absent	Absent	Absent
M00541+01	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	(K04112+K04113+K04114+K04115,K19515+K19516)	Aromatics degradation	Absent	Absent	Absent	Absent
M00541+02	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	K07537	Aromatics degradation	Absent	Absent	Absent	Absent
M00541+03	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	K07538	Aromatics degradation	Absent	Absent	Absent	Absent
M00541+04	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	K07539	Aromatics degradation	Absent	Absent	Absent	Absent
M00542+01	EHEC/EPEC pathogenicity signature, T3SS and effectors	K03221+K03219+K03222+K03226+K03227+K03228+K03229+K03230+K03224+K03225	Pathogenicity	Absent	Absent	Absent	Absent
M00542+02	EHEC/EPEC pathogenicity signature, T3SS and effectors	K12784	Pathogenicity	Absent	Absent	Absent	Absent
M00542+03	EHEC/EPEC pathogenicity signature, T3SS and effectors	K12787	Pathogenicity	Absent	Absent	Absent	Absent
M00542+04	EHEC/EPEC pathogenicity signature, T3SS and effectors	K12785	Pathogenicity	Absent	Absent	Absent	Absent
M00542+05	EHEC/EPEC pathogenicity signature, T3SS and effectors	K12786	Pathogenicity	Absent	Absent	Absent	Absent
M00542+06	EHEC/EPEC pathogenicity signature, T3SS and effectors	K12788	Pathogenicity	Absent	Absent	Absent	Absent
M00542+07	EHEC/EPEC pathogenicity signature, T3SS and effectors	K16041	Pathogenicity	Absent	Absent	Absent	Absent
M00542+08	EHEC/EPEC pathogenicity signature, T3SS and effectors	K16042	Pathogenicity	Absent	Absent	Absent	Absent
M00543+01	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K08689+K15750+K18087+K18088	Aromatics degradation	Absent	Absent	Absent	Absent
M00543+02	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K08690	Aromatics degradation	Absent	Absent	Absent	Absent
M00543+03	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K00462	Aromatics degradation	Absent	Absent	Absent	Absent
M00543+04	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	K10222	Aromatics degradation	Absent	Absent	Absent	Absent
M00544+01	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	K15751-K15752-K15753	Aromatics degradation	Absent	Absent	Absent	Absent
M00544+02	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	K15754+K15755	Aromatics degradation	Absent	Absent	Absent	Absent
M00544+03	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	K15756	Aromatics degradation	Absent	Absent	Absent	Absent
M00545+01	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	(((K05708+K05709+K05710+K00529)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+02	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K05711),K05712)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+03	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K05713	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+04	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K05714	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+05	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K02554	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+06	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K01666	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00545+07	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	K04073	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00546+01	Purine degradation, xanthine => urea	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)	Purine metabolism	Absent	Absent	Absent	Absent
M00546+02	Purine degradation, xanthine => urea	(K00365,K16838,K16839)	Purine metabolism	Absent	Absent	Absent	Absent
M00546+03	Purine degradation, xanthine => urea	(K13484,K07127	Purine metabolism	Absent	Absent	Absent	Absent
M00546+04	Purine degradation, xanthine => urea	(K13485,K16838,K16840))	Purine metabolism	Absent	Absent	Absent	Absent
M00546+05	Purine degradation, xanthine => urea	(K01466,K16842)	Purine metabolism	Absent	Absent	Absent	Absent
M00546+06	Purine degradation, xanthine => urea	K01477	Purine metabolism	Absent	Absent	Absent	Absent
M00547+01	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	K03268+K16268+K18089+K18090	Aromatics degradation	Absent	Absent	Absent	Absent
M00547+02	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	K16269	Aromatics degradation	Absent	Absent	Absent	Absent
M00548+01	Benzene degradation, benzene => catechol	K16249+K16243+K16244+K16242+K16245+K16246	Aromatics degradation	Absent	Absent	Absent	Absent
M00549+01	Nucleotide sugar biosynthesis, glucose => UDP-glucose	(K00844,K00845,K12407,K00886)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00549+02	Nucleotide sugar biosynthesis, glucose => UDP-glucose	K01835	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00549+03	Nucleotide sugar biosynthesis, glucose => UDP-glucose	K00963	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550+01	Ascorbate degradation, ascorbate => D-xylulose-5P	K02821+K02822+K03475	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550+02	Ascorbate degradation, ascorbate => D-xylulose-5P	K03476	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550+03	Ascorbate degradation, ascorbate => D-xylulose-5P	K03078	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550+04	Ascorbate degradation, ascorbate => D-xylulose-5P	K03079	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550+05	Ascorbate degradation, ascorbate => D-xylulose-5P	K03077	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00551+01	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	K05549+K05550+K05784	Aromatics degradation	Absent	Absent	Absent	Absent
M00551+02	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	K05783	Aromatics degradation	Absent	Absent	Absent	Absent
M00552+01	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K01684	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00552+02	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K00883	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00552+03	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K01631	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00552+04	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K00134	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00552+05	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	K00927	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00554+01	Nucleotide sugar biosynthesis, galactose => UDP-galactose	K00849	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00554+02	Nucleotide sugar biosynthesis, galactose => UDP-galactose	K00965	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00555+01	Betaine biosynthesis, choline => betaine	(K17755,((K00108,K11440)	Serine and threonine metabolism	Absent	Absent	Absent	Present
M00555+02	Betaine biosynthesis, choline => betaine	K00130))	Serine and threonine metabolism	Absent	Absent	Absent	Present
M00563+01	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	K14082	Methane metabolism	Absent	Absent	Absent	Absent
M00563+02	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	((K16177-K16176),(K16179-K16178),(K14084-K14083))	Methane metabolism	Absent	Absent	Absent	Absent
M00563+03	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	K00399+K00401+K00402	Methane metabolism	Absent	Absent	Absent	Absent
M00563+04	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	K03388+K03389+K03390	Methane metabolism	Absent	Absent	Absent	Absent
M00564+01	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K15842	Pathogenicity	Absent	Absent	Absent	Absent
M00564+02	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12086	Pathogenicity	Absent	Absent	Absent	Absent
M00564+03	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	-K12087	Pathogenicity	Absent	Absent	Absent	Absent
M00564+04	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12088	Pathogenicity	Absent	Absent	Absent	Absent
M00564+05	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12089	Pathogenicity	Absent	Absent	Absent	Absent
M00564+06	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12090	Pathogenicity	Absent	Absent	Absent	Absent
M00564+07	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K03196	Pathogenicity	Absent	Absent	Absent	Absent
M00564+08	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12091	Pathogenicity	Absent	Absent	Absent	Absent
M00564+09	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	-K12092	Pathogenicity	Absent	Absent	Absent	Absent
M00564+10	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12093	Pathogenicity	Absent	Absent	Absent	Absent
M00564+11	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12094	Pathogenicity	Absent	Absent	Absent	Absent
M00564+12	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12095	Pathogenicity	Absent	Absent	Absent	Absent
M00564+13	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12096	Pathogenicity	Absent	Absent	Absent	Absent
M00564+14	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12097	Pathogenicity	Absent	Absent	Absent	Absent
M00564+15	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12098	Pathogenicity	Absent	Absent	Absent	Absent
M00564+16	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	-K12099	Pathogenicity	Absent	Absent	Absent	Absent
M00564+17	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	-K12100	Pathogenicity	Absent	Absent	Absent	Absent
M00564+18	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12101	Pathogenicity	Absent	Absent	Absent	Absent
M00564+19	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12102	Pathogenicity	Absent	Absent	Absent	Absent
M00564+20	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12103	Pathogenicity	Absent	Absent	Absent	Absent
M00564+21	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12104	Pathogenicity	Absent	Absent	Absent	Absent
M00564+22	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12105	Pathogenicity	Absent	Absent	Absent	Absent
M00564+23	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12106	Pathogenicity	Absent	Absent	Absent	Absent
M00564+24	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12107	Pathogenicity	Absent	Absent	Absent	Absent
M00564+25	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12108	Pathogenicity	Absent	Absent	Absent	Absent
M00564+26	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12109	Pathogenicity	Absent	Absent	Absent	Absent
M00564+27	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	K12110	Pathogenicity	Absent	Absent	Absent	Absent
M00565+01	Trehalose biosynthesis, D-glucose 1P => trehalose	K00975	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00565+02	Trehalose biosynthesis, D-glucose 1P => trehalose	K00703	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00565+03	Trehalose biosynthesis, D-glucose 1P => trehalose	(K00700,K16149)	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00565+04	Trehalose biosynthesis, D-glucose 1P => trehalose	K01214	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00565+05	Trehalose biosynthesis, D-glucose 1P => trehalose	K06044	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00565+06	Trehalose biosynthesis, D-glucose 1P => trehalose	K01236	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00566+01	Dipeptide transport system, Firmicutes	K16199+K16200+K16201+K16202	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00567+01	Methanogenesis, CO2 => methane	(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204))	Methane metabolism	Absent	Absent	Absent	Absent
M00567+02	Methanogenesis, CO2 => methane	K00672	Methane metabolism	Absent	Absent	Absent	Absent
M00567+03	Methanogenesis, CO2 => methane	K01499	Methane metabolism	Absent	Absent	Absent	Absent
